"key","name","voters","valid","valid_percentage"
773119,"Blindheim",1381,241,"17,5"
773122,"Buttenwiesen",4508,831,"18,4"
773125,"Dillingen a.d.Donau, GKSt",14101,2133,"15,1"
773133,"Glött",880,143,"16,3"
773136,"Gundelfingen a.d.Donau, St",5530,850,"15,4"
773137,"Haunsheim",1244,213,"17,1"
773139,"Höchstädt a.d.Donau, St",4943,580,"11,7"
773140,"Holzheim",2893,466,"16,1"
773143,"Laugna",1218,230,"18,9"
773144,"Lauingen (Donau), St",7668,1297,"16,9"
773146,"Lutzingen",797,121,"15,2"
773147,"Mödingen",1047,157,"15,0"
773150,"Finningen",1397,206,"14,7"
773153,"Medlingen",760,92,"12,1"
773164,"Schwenningen",1156,133,"11,5"
773170,"Syrgenstein",2932,396,"13,5"
773179,"Villenbach",977,169,"17,3"
773182,"Wertingen, St",6844,1265,"18,5"
773183,"Wittislingen, M",1917,378,"19,7"
773186,"Ziertheim",816,141,"17,3"
773187,"Zöschingen",572,101,"17,7"
773188,"Zusamaltheim",955,142,"14,9"
774111,"Aletshausen",899,88,"9,8"
774115,"Balzhausen",941,175,"18,6"
774116,"Ursberg",2598,322,"12,4"
774117,"Breitenthal",985,123,"12,5"
774118,"Bubesheim",1140,164,"14,4"
774119,"Bibertal",3718,555,"14,9"
774121,"Burgau, St",6877,1108,"16,1"
774122,"Burtenbach, M",2508,337,"13,4"
774124,"Deisenhausen",1177,168,"14,3"
774127,"Dürrlauingen",1186,177,"14,9"
774129,"Ebershausen",492,46,"9,3"
774133,"Ellzee",914,106,"11,6"
774135,"Günzburg, GKSt",14044,2161,"15,4"
774136,"Gundremmingen",1006,90,"8,9"
774140,"Haldenwang",1450,229,"15,8"
774143,"Ichenhausen, St",5955,920,"15,4"
774144,"Jettingen-Scheppach, M",5089,847,"16,6"
774145,"Kammeltal",2621,524,"20,0"
774148,"Kötz",2374,405,"17,1"
774150,"Krumbach (Schwaben), St",9268,1600,"17,3"
774151,"Landensberg",531,60,"11,3"
774155,"Leipheim, St",4403,464,"10,5"
774160,"Münsterhausen, M",1462,207,"14,2"
774162,"Neuburg a.d.Kammel, M",2486,376,"15,1"
774166,"Aichen",907,98,"10,8"
774171,"Offingen, M",3152,420,"13,3"
774174,"Rettenbach",1319,173,"13,1"
774178,"Röfingen",882,141,"16,0"
774185,"Thannhausen, St",4246,684,"16,1"
774189,"Wiesenbach",802,96,"12,0"
774191,"Waldstetten, M",922,105,"11,4"
774192,"Waltenhausen",551,79,"14,3"
774196,"Winterbach",597,97,"16,2"
774198,"Ziemetshausen, M",2295,395,"17,2"
775111,"Altenstadt, M",3736,568,"15,2"
775115,"Bellenberg",3495,600,"17,2"
775118,"Buch, M",3070,359,"11,7"
775126,"Holzheim",1464,204,"13,9"
775129,"Illertissen, St",12538,1880,"15,0"
775132,"Kellmünz a.d.Iller, M",1032,169,"16,4"
775134,"Nersingen",6679,828,"12,4"
775135,"Neu-Ulm, GKSt",39036,3607,"9,2"
775139,"Elchingen",6916,1072,"15,5"
775141,"Oberroth",677,65,"9,6"
775142,"Osterberg",718,107,"14,9"
775143,"Pfaffenhofen a.d.Roth, M",5628,773,"13,7"
775149,"Roggenburg",2144,268,"12,5"
775152,"Senden, St",15390,1864,"12,1"
775161,"Unterroth",850,98,"11,5"
775162,"Vöhringen, St",9647,1229,"12,7"
775164,"Weißenhorn, St",9993,1711,"17,1"
776111,"Bodolz",2201,341,"15,5"
776112,"Gestratz",995,115,"11,6"
776113,"Grünenbach",1115,150,"13,5"
776114,"Heimenkirch, M",2603,451,"17,3"
776115,"Hergensweiler",1433,192,"13,4"
776116,"Lindau (Bodensee), GKSt",17549,2456,"14,0"
776117,"Lindenberg i.Allgäu, St",8254,1683,"20,4"
776118,"Maierhöfen",1256,152,"12,1"
776120,"Nonnenhorn",1348,201,"14,9"
776121,"Oberreute",1238,180,"14,5"
776122,"Opfenbach",1652,225,"13,6"
776124,"Röthenbach (Allgäu)",1418,246,"17,3"
776125,"Scheidegg, M",3193,608,"19,0"
776126,"Sigmarszell",2171,318,"14,6"
776127,"Stiefenhofen",1446,227,"15,7"
776128,"Wasserburg (Bodensee)",2950,427,"14,5"
776129,"Weiler-Simmerberg, M",4626,888,"19,2"
776130,"Weißensberg",1954,312,"16,0"
776131,"Hergatz",1860,350,"18,8"
777111,"Aitrang",1621,288,"17,8"
777112,"Biessenhofen",3228,631,"19,5"
777114,"Baisweil",1035,135,"13,0"
777118,"Bidingen",1370,177,"12,9"
777121,"Buchloe, St",9330,1762,"18,9"
777124,"Eggenthal",1058,118,"11,2"
777125,"Eisenberg",930,120,"12,9"
777128,"Friesenried",1224,236,"19,3"
777129,"Füssen, St",10702,1699,"15,9"
777130,"Germaringen",3014,465,"15,4"
777131,"Görisried",1032,151,"14,6"
777135,"Hopferau",892,113,"12,7"
777138,"Günzach",1118,157,"14,0"
777139,"Irsee, M",1154,328,"28,4"
777140,"Jengen",1928,296,"15,4"
777141,"Kaltental, M",1309,256,"19,6"
777144,"Kraftisried",630,63,"10,0"
777145,"Lamerdingen",1547,296,"19,1"
777147,"Lechbruck am See",2062,309,"15,0"
777149,"Lengenwang",1148,131,"11,4"
777151,"Marktoberdorf, St",13500,2253,"16,7"
777152,"Mauerstetten",2428,515,"21,2"
777153,"Nesselwang, M",2735,541,"19,8"
777154,"Obergünzburg, M",4973,900,"18,1"
777155,"Oberostendorf",1106,216,"19,5"
777157,"Osterzell",574,95,"16,6"
777158,"Pforzen",1709,308,"18,0"
777159,"Pfronten",6247,964,"15,4"
777163,"Rieden am Forggensee",990,209,"21,1"
777164,"Rieden",987,127,"12,9"
777165,"Ronsberg, M",1307,215,"16,4"
777166,"Roßhaupten",1715,260,"15,2"
777167,"Ruderatshofen",1403,177,"12,6"
777168,"Rückholz",700,94,"13,4"
777169,"Schwangau",2415,424,"17,6"
777170,"Seeg",2321,370,"15,9"
777171,"Stötten a.Auerberg",1511,211,"14,0"
777172,"Stöttwang",1489,327,"22,0"
777173,"Halblech",2763,488,"17,7"
777175,"Unterthingau, M",2239,389,"17,4"
777176,"Untrasried",1254,231,"18,4"
777177,"Waal, M",1834,412,"22,5"
777179,"Wald",879,101,"11,5"
777182,"Westendorf",1393,232,"16,7"
777183,"Rettenbach a.Auerberg",705,131,"18,6"
778111,"Amberg",1107,253,"22,9"
778113,"Apfeltrach",721,145,"20,1"
778115,"Babenhausen, M",3973,661,"16,6"
778116,"Bad Wörishofen, St",11934,2448,"20,5"
778118,"Benningen",1536,237,"15,4"
778119,"Böhen",567,59,"10,4"
778120,"Boos",1577,331,"21,0"
778121,"Breitenbrunn",1841,189,"10,3"
778123,"Buxheim",2380,655,"27,5"
778127,"Dirlewang, M",1697,361,"21,3"
778130,"Egg a.d.Günz",885,139,"15,7"
778134,"Eppishausen",1473,220,"14,9"
778136,"Erkheim, M",2446,456,"18,6"
778137,"Ettringen",2534,455,"18,0"
778139,"Fellheim",832,147,"17,7"
778144,"Bad Grönenbach, M",4236,1012,"23,9"
778149,"Hawangen",968,170,"17,6"
778150,"Heimertingen",1306,269,"20,6"
778151,"Holzgünz",965,111,"11,5"
778157,"Kirchhaslach",972,78,"8,0"
778158,"Kirchheim i.Schw., M",1987,268,"13,5"
778161,"Kronburg",1401,214,"15,3"
778162,"Lachen",1264,214,"16,9"
778163,"Lauben",1086,167,"15,4"
778164,"Lautrach",1058,140,"13,2"
778165,"Legau, M",2447,372,"15,2"
778168,"Markt Rettenbach, M",2991,427,"14,3"
778169,"Markt Wald, M",1722,357,"20,7"
778171,"Memmingerberg",2186,322,"14,7"
778173,"Mindelheim, St",10563,2056,"19,5"
778177,"Niederrieden",1092,210,"19,2"
778180,"Kammlach",1477,252,"17,1"
778183,"Oberrieden",929,115,"12,4"
778184,"Oberschönegg",772,85,"11,0"
778186,"Ottobeuren, M",6341,1412,"22,3"
778187,"Pfaffenhausen, M",1850,234,"12,6"
778188,"Pleß",649,83,"12,8"
778190,"Salgen",1134,133,"11,7"
778196,"Sontheim",2084,393,"18,9"
778199,"Stetten",1117,212,"19,0"
778202,"Trunkelsberg",1319,220,"16,7"
778203,"Türkheim, M",5380,1288,"23,9"
778204,"Tussenhausen, M",2335,481,"20,6"
778205,"Ungerhausen",824,109,"13,2"
778207,"Unteregg",1104,140,"12,7"
778209,"Rammingen",1183,228,"19,3"
778214,"Westerheim",1672,279,"16,7"
778216,"Wiedergeltingen",1107,191,"17,3"
778217,"Winterrieden",728,95,"13,0"
778218,"Wolfertschwenden",1547,279,"18,0"
778219,"Woringen",1577,336,"21,3"
778221,"Kettershausen",1394,137,"9,8"
779111,"Alerheim",1272,194,"15,3"
779112,"Amerdingen",648,125,"19,3"
779115,"Asbach-Bäumenheim",3127,518,"16,6"
779117,"Auhausen",800,123,"15,4"
779126,"Buchdorf",1370,178,"13,0"
779129,"Daiting",625,58,"9,3"
779130,"Deiningen",1385,227,"16,4"
779131,"Donauwörth, GKSt",13954,2622,"18,8"
779136,"Ederheim",905,163,"18,0"
779138,"Ehingen a.Ries",638,107,"16,8"
779146,"Forheim",462,28,"6,1"
779147,"Fremdingen",1640,259,"15,8"
779148,"Fünfstetten",1080,102,"9,4"
779149,"Genderkingen",907,138,"15,2"
779154,"Hainsfarth",1144,221,"19,3"
779155,"Harburg (Schwaben), St",4422,708,"16,0"
779162,"Hohenaltheim",466,73,"15,7"
779163,"Holzheim",907,119,"13,1"
779167,"Huisheim",1305,176,"13,5"
779169,"Kaisheim, M",2887,547,"18,9"
779176,"Maihingen",917,167,"18,2"
779177,"Marktoffingen",1011,194,"19,2"
779178,"Marxheim",1995,340,"17,0"
779180,"Megesheim",674,96,"14,2"
779181,"Mertingen",3042,417,"13,7"
779184,"Mönchsdeggingen",1155,152,"13,2"
779185,"Möttingen",1999,277,"13,9"
779186,"Monheim, St",3915,672,"17,2"
779187,"Münster",892,143,"16,0"
779188,"Munningen",1386,223,"16,1"
779192,"Niederschönenfeld",1022,166,"16,2"
779194,"Nördlingen, GKSt",15000,2517,"16,8"
779196,"Oberndorf a.Lech",1924,372,"19,3"
779197,"Oettingen i.Bay., St",3903,778,"19,9"
779198,"Otting",572,46,"8,0"
779201,"Rain, St",6376,850,"13,3"
779203,"Reimlingen",1011,227,"22,5"
779206,"Rögling",533,108,"20,3"
779217,"Tagmersheim",809,129,"15,9"
779218,"Tapfheim",3154,556,"17,6"
779224,"Wallerstein, M",2469,419,"17,0"
779226,"Wechingen",1120,132,"11,8"
779228,"Wemding, St",4346,833,"19,2"
779231,"Wolferstadt",845,63,"7,5"
780112,"Altusried, M",7940,1568,"19,7"
780113,"Balderschwang",151,16,"10,6"
780114,"Betzigau",2246,452,"20,1"
780115,"Blaichach",4325,679,"15,7"
780116,"Bolsterlang",849,117,"13,8"
780117,"Buchenberg, M",3272,839,"25,6"
780118,"Burgberg i.Allgäu",2566,534,"20,8"
780119,"Dietmannsried, M",6462,1198,"18,5"
780120,"Durach",5565,1215,"21,8"
780121,"Fischen i.Allgäu",2377,277,"11,7"
780122,"Haldenwang",3002,654,"21,8"
780123,"Bad Hindelang, M",3898,582,"14,9"
780124,"Immenstadt i.Allgäu, St",10475,1783,"17,0"
780125,"Lauben",2703,523,"19,3"
780127,"Missen-Wilhams",1123,217,"19,3"
780128,"Oy-Mittelberg",3724,553,"14,8"
780131,"Obermaiselstein",753,83,"11,0"
780132,"Oberstaufen, M",5614,749,"13,3"
780133,"Oberstdorf, M",7137,1008,"14,1"
780134,"Ofterschwang",1575,211,"13,4"
780137,"Rettenberg",3446,586,"17,0"
780139,"Sonthofen, St",16631,2657,"16,0"
780140,"Sulzberg, M",3926,1018,"25,9"
780143,"Waltenhofen",7122,1539,"21,6"
780144,"Weitnau, M",4091,608,"14,9"
780145,"Wertach, M",1876,286,"15,2"
780146,"Wiggensbach, M",3893,849,"21,8"
780147,"Wildpoldsried",2018,358,"17,7"
171000,"Altötting",82520,15330,"18,6"
172000,"Berchtesgadener Land",74223,11647,"15,7"
173000,"Bad Tölz-Wolfratshausen",92293,16727,"18,1"
174000,"Dachau",104846,23962,"22,9"
175000,"Ebersberg",99232,22523,"22,7"
176000,"Eichstätt",97714,15572,"15,9"
177000,"Erding",99233,17212,"17,3"
178000,"Freising",120993,22303,"18,4"
179000,"Fürstenfeldbruck",153728,39201,"25,5"
180000,"Garmisch-Partenkirchen",65281,12630,"19,3"
181000,"Landsberg am Lech",90008,22237,"24,7"
182000," Miesbach",72972,13060,"17,9"
183000," Mühldorf a.Inn",85483,14280,"16,7"
184000," München",234922,62269,"26,5"
185000," Neuburg-Schrobenhausen",71766,9795,"13,6"
186000," Pfaffenhofen a.d.Ilm",93043,14176,"15,2"
187000," Rosenheim",194383,37120,"19,1"
188000," Starnberg",96025,26545,"27,6"
189000," Traunstein",133453,23638,"17,7"
190000," Weilheim-Schongau",101809,23574,"23,2"
271000," Deggendorf",91860,10753,"11,7"
272000," Freyung-Grafenau",63568,7232,"11,4"
273000," Kelheim",88289,13094,"14,8"
274000," Landshut",118487,18727,"15,8"
275000," Passau",150205,19998,"13,3"
276000," Regen",62156,7403,"11,9"
277000," Rottal-Inn",91897,11826,"12,9"
278000," Straubing-Bogen",77679,9886,"12,7"
279000," Dingolfing-Landau",71168,10359,"14,6"
371000," Amberg-Sulzbach",81797,12904,"15,8"
372000," Cham",101883,15460,"15,2"
373000," Neumarkt i.d.OPf.",101251,18164,"17,9"
374000," Neustadt a.d.Waldnaab",75555,10717,"14,2"
375000," Regensburg",147285,23225,"15,8"
376000," Schwandorf",114412,14953,"13,1"
377000," Tirschenreuth",58962,9609,"16,3"
471000," Bamberg",116152,19918,"17,1"
472000," Bayreuth",84194,14174,"16,8"
473000," Coburg",69731,11556,"16,6"
474000," Forchheim",90345,17021,"18,8"
475000," Hof",76796,10621,"13,8"
476000," Kronach",54975,7415,"13,5"
477000," Kulmbach",58971,8978,"15,2"
478000," Lichtenfels",53691,9113,"17,0"
479000," Wunsiedel i.Fichtelgebirge",57998,9171,"15,8"
571000," Ansbach",140013,26280,"18,8"
572000," Erlangen-Höchstadt",103178,22994,"22,3"
573000," Fürth",91436,23162,"25,3"
574000," Nürnberger Land",129561,29740,"23,0"
575000," Neustadt a.d.Aisch-Bad Windsheim",77278,12779,"16,5"
576000," Roth",97805,20172,"20,6"
577000," Weißenburg-Gunzenhausen",71932,12598,"17,5"
671000," Aschaffenburg",132556,25159,"19,0"
672000," Bad Kissingen",83255,13070,"15,7"
673000," Rhön-Grabfeld",63621,10276,"16,2"
674000," Haßberge",67975,10630,"15,6"
675000," Kitzingen",69150,11237,"16,3"
676000," Miltenberg",95371,18176,"19,1"
677000," Main-Spessart",99583,14527,"14,6"
678000," Schweinfurt",91234,16491,"18,1"
679000," Würzburg",126917,25982,"20,5"
771000," Aichach-Friedberg",100549,20885,"20,8"
772000," Augsburg",187754,41247,"22,0"
773000," Dillingen a.d.Donau",72382,11387,"15,7"
774000," Günzburg",89797,13540,"15,1"
775000," Neu-Ulm",123013,15402,"12,5"
776000," Lindau (Bodensee)",59262,9522,"16,1"
777000," Ostallgäu",105509,17921,"17,0"
778000," Unterallgäu",108270,19845,"18,3"
779000," Donau-Ries",100014,16563,"16,6"
780000," Oberallgäu",118760,21159,"17,8"
